-;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl
170;Mytea Log;Aahhh dasar politik;UgyQnausQkxc-qfq59h4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyQnausQkxc-qfq59h4AaABAg;2018-12-29 12:23:07;0;Aahhh dasar politik;http://www.youtube.com/channel/UCtbogWQ6H3sSRsOHtIRYrew
171;no name;Padahal udah seneng bgt tu jakarta punya reklamasi kayak palm jumaira di dubai ... Ternyata distop .. haduh;Ugzf_kQD6LhMAXg3QfZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzf_kQD6LhMAXg3QfZ4AaABAg;2018-12-27 12:21:26;0;Padahal udah seneng bgt tu jakarta punya reklamasi kayak palm jumaira di dubai ... Ternyata distop .. haduh;http://www.youtube.com/channel/UC5CAeGd-VgE-Uw-OB7IC1EQ
172;Irfan Tianet;Mantap... Keren Tuch Di Jadiin Stadion...;UgxBPVTpzu_aydk5YgZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxBPVTpzu_aydk5YgZ4AaABAg;2018-12-26 09:34:55;0;Mantap... Keren Tuch Di Jadiin Stadion...;http://www.youtube.com/channel/UCtHs2hsutsA0i9n00brmNiA
173;anjat boboy;indonesia ini NGOMONG nya ya ampun besar sekali..hasilnya NOLLLLLLLL!!;Ugwc1FJnjfTuSinHo9F4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugwc1FJnjfTuSinHo9F4AaABAg;2018-12-26 06:42:18;0;indonesia ini NGOMONG nya ya ampun besar sekali..hasilnya NOLLLLLLLL!!;http://www.youtube.com/channel/UCMtESPdaujOcNizWAFdQ39w
174;tuti Jayanti;Reklamasi untuk orang kaya yg untung cukong!;UgwwgxJIhvSCQ6OluGx4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwwgxJIhvSCQ6OluGx4AaABAg;2018-12-26 00:13:06;0;Reklamasi untuk orang kaya yg untung cukong!;http://www.youtube.com/channel/UCzhKW39Fe3o7xrhlwufo5RA
175;aroel afny;Kalau di lanjutkan kan lumayan menambah lapangan kerja .kalau mangkrak begini yang udah kerja di situ jadi pengangguran kan...hasil gubernur pilihan ....;Ugz0cXDXulKbdyFgweN4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugz0cXDXulKbdyFgweN4AaABAg;2018-12-24 10:04:40;0;Kalau di lanjutkan kan lumayan menambah lapangan kerja .kalau mangkrak begini yang udah kerja di situ jadi pengangguran kan...hasil gubernur pilihan ....;http://www.youtube.com/channel/UClhwG_IgYN-6Vo8QXOuWtmA
176;ade design  digital printing;pulau ni proyek tiongkok.. kita jadi penonton..;Ugz70I2PyC9FNy8AL-t4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugz70I2PyC9FNy8AL-t4AaABAg;2018-12-23 23:37:29;0;pulau ni proyek tiongkok.. kita jadi penonton..;http://www.youtube.com/channel/UCToThfSmPPf3C7cgYJlkkJw
177;Bu Guru Channel;Mending saran saya,, reklamasi terus dilanjutkan,biar TKA from Tiongkok datang berbondong-bondong ke Jakarta...;UgwQIi-j5nFWI4vurW54AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwQIi-j5nFWI4vurW54AaABAg;2018-12-22 21:30:03;0;Mending saran saya,, reklamasi terus dilanjutkan,biar TKA from Tiongkok datang berbondong-bondong ke Jakarta...;http://www.youtube.com/channel/UCuBPJ1ICP1M97lLDl6IMqyg
178;Bu Guru Channel;Apartemen kan sudah penuh,,jadi orang TKA China yg gak bisa bahasa Indonesia mau tinggal dimana kalau bukan di p.reklamasi. Kalau proyek reklamasi diberhentikan,kasihan Donk TKA China gak punya tempat tinggal....;UgydpVayxyEfFX7MuLV4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgydpVayxyEfFX7MuLV4AaABAg;2018-12-22 21:28:37;0;Apartemen kan sudah penuh,,jadi orang TKA China yg gak bisa bahasa Indonesia mau tinggal dimana kalau bukan di p.reklamasi. Kalau proyek reklamasi diberhentikan,kasihan Donk TKA China gak punya tempat tinggal....;http://www.youtube.com/channel/UCuBPJ1ICP1M97lLDl6IMqyg
179;Soni Mardika;Mubazir banget ya...... Jadikan markas tni aja.....;UgyUERlt5GUJ_usEEih4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyUERlt5GUJ_usEEih4AaABAg;2018-12-19 22:58:37;0;Mubazir banget ya...... Jadikan markas tni aja.....;http://www.youtube.com/channel/UC33qR-7t_OyBPrTH3fJDctQ
180;Tomas Setiawan;gubernur pekok . truss mau jadi apa nek mangkrak gitu. tambah malu2 in demi membela rakyat katanya tp jakarta mengalamj kemunduran .;Ugzbvz3t0-v4LrCaNFJ4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzbvz3t0-v4LrCaNFJ4AaABAg;2018-12-18 08:00:54;0;gubernur pekok . truss mau jadi apa nek mangkrak gitu. tambah malu2 in demi membela rakyat katanya tp jakarta mengalamj kemunduran .;http://www.youtube.com/channel/UCA1rZZ4AWh-FADkRbqccbrQ
181;Fallen Legend;Budaya oknum politikus Indonesia Malu meminta maaf , Enggan berterimakasih, Anti kritik, dan tidak menerima saran dari untuk perbaikan;UgyjtPX54576U__VPSp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyjtPX54576U__VPSp4AaABAg;2018-12-13 08:10:38;0;Budaya oknum politikus Indonesia Malu meminta maaf , Enggan berterimakasih, Anti kritik, dan tidak menerima saran dari untuk perbaikan;http://www.youtube.com/channel/UCfXnASAu8KvzPoPbWDo4x-w
182;ruby yanto;pulau korup dan ketidakadilan;Ugx35PEqG_abAxN9gbt4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugx35PEqG_abAxN9gbt4AaABAg;2018-12-08 08:39:56;0;pulau korup dan ketidakadilan;http://www.youtube.com/channel/UCOaq-uUF9MdCX4TqUj6MIFA
183;Electro BoyzZ;Setan tuh yg bikin proyek reklamasi kurang bersyukur Indonesia banyak pulau .. ditambah merusak ekosistem laut.. sadisnya lg perusahaan aseng yg mau nguasain.. rezim gilaaa;UgxegRV856qhX8gnWg14AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxegRV856qhX8gnWg14AaABAg;2018-12-07 10:38:59;0;Setan tuh yg bikin proyek reklamasi kurang bersyukur Indonesia banyak pulau .. ditambah merusak ekosistem laut.. sadisnya lg perusahaan aseng yg mau nguasain.. rezim gilaaa;http://www.youtube.com/channel/UCR3nVhmP6EXdYFJR0WnXCug
184;Al Path;jika dicramalkan akan menjadi Dubai ke2 atau menjadi Pulau hantu Mirip di fukushima jepang atau kota terlarang di rusia;UgyV4_vpbH8rZkmdi9R4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyV4_vpbH8rZkmdi9R4AaABAg;2018-12-05 10:53:52;0;jika dicramalkan akan menjadi Dubai ke2 atau menjadi Pulau hantu Mirip di fukushima jepang atau kota terlarang di rusia;http://www.youtube.com/channel/UCZTsGKihzQBcGiReM3cx8rw
185;Yoja Ananda;Kali ini q setuju tindakan pk anies....;UgyZSmDLhzlHwaCMOwJ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyZSmDLhzlHwaCMOwJ4AaABAg;2018-12-04 20:18:05;0;Kali ini q setuju tindakan pk anies....;http://www.youtube.com/channel/UCBkcoXdtk6_l6nOnIcVuzYg
186;Denny Priyadi;InsyaaAllah Pak Anis orangnya Amanah;Ugx8hKTGxn0F3EAXvpp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugx8hKTGxn0F3EAXvpp4AaABAg;2018-12-03 13:47:07;0;InsyaaAllah Pak Anis orangnya Amanah;http://www.youtube.com/channel/UCuPgMXABIHKAmWXjf2Pepqg
187;Epin Jago;Itu belum selesai,kalau suda kalian akan buka mata petapa cantiknya ..!!;Ugz8bF81yfX9GCjQnIJ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugz8bF81yfX9GCjQnIJ4AaABAg;2018-12-03 04:14:52;0;Itu belum selesai,kalau suda kalian akan buka mata petapa cantiknya ..!!;http://www.youtube.com/channel/UCThrRDy9EVm37FS3fW9XCdw
188;Fauzy Alfianzah;I support Gubenur anis ???;UgxzN7gjI8kWoMXYK4l4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxzN7gjI8kWoMXYK4l4AaABAg;2018-11-25 21:48:11;0;I support Gubenur anis ???;http://www.youtube.com/channel/UCCTecD8gvH5GNQ_M0C5WaMQ
189;Mechanik Chanel;Banyak yg koment mubazir tuh teluk ga ada yg koment knpa bisa di jadikan pngiriman nnarkoba di dalam tiang2 pancang nya... Aneh;Ugzeg25gv7361Jt_Wq54AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzeg25gv7361Jt_Wq54AaABAg;2018-11-24 20:04:41;0;Banyak yg koment mubazir tuh teluk ga ada yg koment knpa bisa di jadikan pngiriman nnarkoba di dalam tiang2 pancang nya... Aneh;http://www.youtube.com/channel/UCukUgVGtci0vntW0u-_Rp6g
190;Mul Yadi;Ulah para penguasa yg dzalim,yg tega menjual tanah ibu pertiwi kepada cina,yg skrng iklannya sdh beredar di cina;Ugxt1gUqK7LT2Dwu6i94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugxt1gUqK7LT2Dwu6i94AaABAg;2018-11-21 23:54:03;0;Ulah para penguasa yg dzalim,yg tega menjual tanah ibu pertiwi kepada cina,yg skrng iklannya sdh beredar di cina;http://www.youtube.com/channel/UCxZILgCgc7wLIhftQGI_-zQ
191;oBreng WikWik;Kata pak anis Program Stop reklamasi ??;UgzBw2MxBrkz_yMeEyV4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzBw2MxBrkz_yMeEyV4AaABAg;2018-11-18 22:00:53;0;Kata pak anis Program Stop reklamasi ??;http://www.youtube.com/channel/UCDGtqkBQYxEg26liwdWiIIQ
192;TARUNA AMBON;BIARKAN JAKARTA DIURUS ANIS..NANTI DAERAH LAIN MAJU..DAN JAKARTA TERTINGGAL...INI BUKTI PILIHAN GERIDRA,PAN,PKS DAN DEMOKRAT..DAPAT GUBERNUR PANDAI BICARA..SLAMAT MENIKMATI JANJI 5 TAHUN..;UgxvJWA0bquHjUx4v7d4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxvJWA0bquHjUx4v7d4AaABAg;2018-11-14 03:16:28;0;BIARKAN JAKARTA DIURUS ANIS..NANTI DAERAH LAIN MAJU..DAN JAKARTA TERTINGGAL...INI BUKTI PILIHAN GERIDRA,PAN,PKS DAN DEMOKRAT..DAPAT GUBERNUR PANDAI BICARA..SLAMAT MENIKMATI JANJI 5 TAHUN..;http://www.youtube.com/channel/UC3sYRe_nLju2ev3alQBpPhQ
193;Muh Rizal;Pulau itu di bngun untuk warga cina...jujur saja pak joko;UgzGRou1oQQe6TdeXGh4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzGRou1oQQe6TdeXGh4AaABAg;2018-11-11 19:30:49;0;Pulau itu di bngun untuk warga cina...jujur saja pak joko;http://www.youtube.com/channel/UCjzzRIA1VLQHYUHFt6Sdbdw
194;Blacanan blackid;Ngopi sekk oom;UgyMGTCmv3-dofPw5O94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyMGTCmv3-dofPw5O94AaABAg;2018-11-11 02:58:15;0;Ngopi sekk oom;http://www.youtube.com/channel/UC5_NGQ8ufaKFfKKOzXhb8UA
195;Alfa Rahmatullah Rahmatullah;Salam saya di amsterdam orng2 sini bangga dengan cara anis baswedan yg menutup pulau reklamasi;UgyOB1CpBtW4Si_xFWx4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyOB1CpBtW4Si_xFWx4AaABAg;2018-11-08 11:10:00;0;Salam saya di amsterdam orng2 sini bangga dengan cara anis baswedan yg menutup pulau reklamasi;http://www.youtube.com/channel/UCpEVTCnW2E_Io9Xat75MKAA
196;agung andy;Kepalang tanggung, lanjutkan;UgwW4i1JXUwJpyp_v914AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwW4i1JXUwJpyp_v914AaABAg;2018-11-08 09:20:50;0;Kepalang tanggung, lanjutkan;http://www.youtube.com/channel/UCuz-Q9RBdywl4Wt8V-hK7jQ
197;abin sch rx;Kata saya pulau d di jadikan saja bandara lebih baik luas;UgwsngnSWTJ5dv7k6SR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwsngnSWTJ5dv7k6SR4AaABAg;2018-11-07 00:56:26;0;Kata saya pulau d di jadikan saja bandara lebih baik luas;http://www.youtube.com/channel/UCk5Ad9ErsmICtc9tUGb325w
198;Adrian Dmw;Hahahaa ga yakin bakal bner2 brenti.. Itu kan udh ada duit kluar byak ga mungkin semudah ucapan anis blg dibrentikan.. Brani kembliin duit developer nya ga si anis.. Jgan2 kyak alexis aja, hahaha;Ugxmd1p5YZ7p8QFpHRt4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugxmd1p5YZ7p8QFpHRt4AaABAg;2018-11-04 12:48:23;0;Hahahaa ga yakin bakal bner2 brenti.. Itu kan udh ada duit kluar byak ga mungkin semudah ucapan anis blg dibrentikan.. Brani kembliin duit developer nya ga si anis.. Jgan2 kyak alexis aja, hahaha;http://www.youtube.com/channel/UCsbsphV2PR0n4kzr9OBuTJg
199;Suria Din;Menurut aku org bodoh, aku setuju disegel ini proyek, percuma mau didirikan bangunan yg megah, tp milik org asing, percuma mau dikatakan negara maju tp yg menguasai ekonomi org dari negara luar, lihat Malaysia sekarang yg pegang ekonomi org cina;UgxT6X9KLI_9dMOR6W94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxT6X9KLI_9dMOR6W94AaABAg;2018-11-04 11:38:58;0;Menurut aku org bodoh, aku setuju disegel ini proyek, percuma mau didirikan bangunan yg megah, tp milik org asing, percuma mau dikatakan negara maju tp yg menguasai ekonomi org dari negara luar, lihat Malaysia sekarang yg pegang ekonomi org cina;http://www.youtube.com/channel/UC2girEcZDCVrsyxyq-7kMZQ
200;Raheut Kanyut;Monoton ?? alangkah lucunya negeri ini;UgyzTuqaB_-RybkVQ9J4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyzTuqaB_-RybkVQ9J4AaABAg;2018-10-31 12:25:36;0;Monoton ?? alangkah lucunya negeri ini;http://www.youtube.com/channel/UCXyPFnFAgU1aWViMInPdxGQ
201;Boza alhasani;Kesian cina udah habis berapa tuh duit.;UgzTPaaMUqccW5ExAXt4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzTPaaMUqccW5ExAXt4AaABAg;2018-10-31 07:35:26;0;Kesian cina udah habis berapa tuh duit.;http://www.youtube.com/channel/UCz-vcJErZae9byt3augujfg
202;fitri handayani;Lahh otak cebong yg koment gk bkl peka;Ugw9W0F0xyG5T6bB82V4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw9W0F0xyG5T6bB82V4AaABAg;2018-10-31 05:41:22;0;Lahh otak cebong yg koment gk bkl peka;http://www.youtube.com/channel/UC33E6vyOxZ0K5e2S0g_eqVQ
203;SRRMUSIK24;Padahal keren banget kenapa di setop;Ugyx9GKXZinz3aakwaF4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugyx9GKXZinz3aakwaF4AaABAg;2018-10-31 01:11:48;0;Padahal keren banget kenapa di setop;http://www.youtube.com/channel/UCQP8BKadkjgnqFacAJESlEA
204;Haris Maula Ibrahim;"Klo ciptaan anies jg lu tentang ni tempat, masalah idola masing"" aja inimah";UgwUAzUIxKkthB5RLgZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwUAzUIxKkthB5RLgZ4AaABAg;2018-10-30 00:32:07;0;"Klo ciptaan anies jg lu tentang ni tempat, masalah idola masing"" aja inimah";http://www.youtube.com/channel/UCnS8uGn444tCxCGvHVYkVfQ
205;Imam Iska;banyak tuh pulau yg belum berpehuni ngapain bikin pulau buatan...;Ugzq7fIf0-h0AJLAiJp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzq7fIf0-h0AJLAiJp4AaABAg;2018-10-27 08:32:38;0;banyak tuh pulau yg belum berpehuni ngapain bikin pulau buatan...;http://www.youtube.com/channel/UC3m0nNL2sScJHdocm5m5LsQ
206;Henry Setiawan;ayo yang pro reklamasi jakarta, kasih support dong biar reklamasi bali jalan terus, he ehe ehe ehehe;UgzY7lfSbEucDpDgKQR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzY7lfSbEucDpDgKQR4AaABAg;2018-10-26 02:32:18;0;ayo yang pro reklamasi jakarta, kasih support dong biar reklamasi bali jalan terus, he ehe ehe ehehe;http://www.youtube.com/channel/UC902ABmAOFiSOJ5a9WQrdYQ
207;Anything wrez;Pilkada Jakarta 2017 adalah pilkada terkejam;UgzZoOpv93843VAe7N14AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzZoOpv93843VAe7N14AaABAg;2018-10-25 07:10:54;0;Pilkada Jakarta 2017 adalah pilkada terkejam;http://www.youtube.com/channel/UCNa0FxParGIgNaxSRz5RmiQ
208;Rahmat Hidayat;mending di jadiin lahan hijau saja biar Jakarta ga semangkin padat juga ga bencana;UgwrJ4xkKuEHlpmdshB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwrJ4xkKuEHlpmdshB4AaABAg;2018-10-25 05:58:51;0;mending di jadiin lahan hijau saja biar Jakarta ga semangkin padat juga ga bencana;http://www.youtube.com/channel/UCp-t6sxiLFM5lPaQ82Zj8bg
209;ARI Riswanto;Tar karyawan nya kan banyak yg di pecat karna proyek mangkrak tar anis yg ngasih makan nya;UgzPKGkRdT_fs-Tzpz54AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzPKGkRdT_fs-Tzpz54AaABAg;2018-10-24 18:25:54;0;Tar karyawan nya kan banyak yg di pecat karna proyek mangkrak tar anis yg ngasih makan nya;http://www.youtube.com/channel/UCChJRQoQqI8CX926wPE6V5w
210;Gidion Henukh;"Singapura malasyia , fine"" ajah pulau reklamasinya , Hadeh ??";UgzGstwcg1X-_eccJD94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzGstwcg1X-_eccJD94AaABAg;2018-10-22 17:49:09;0;"Singapura malasyia , fine"" ajah pulau reklamasinya , Hadeh ??";http://www.youtube.com/channel/UCm1zj2qzGo_hUlsNvJhCyfQ
211;boy boy;proyek nya ahok mangkrak;UgwLY-pMCwTR95g5VN94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwLY-pMCwTR95g5VN94AaABAg;2018-10-22 07:32:02;0;proyek nya ahok mangkrak;http://www.youtube.com/channel/UCEPz4FL7-hOALuAUcfSno_Q
212;Mia Valencia;Di Jakarta yang bangun rumah atau kontrakan sendiri tanpa ada ijin aja banyak kok, lihat saja sekitar pinggiran pluit dan muara baru....mereka bangun bangunan di tanah kosong dan paling susah untuk mengusir mereka nantinya.....kalau kae begitu gimana yak?;UgzY198xTqXDhZA6hxx4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzY198xTqXDhZA6hxx4AaABAg;2018-10-22 03:54:37;0;Di Jakarta yang bangun rumah atau kontrakan sendiri tanpa ada ijin aja banyak kok, lihat saja sekitar pinggiran pluit dan muara baru....mereka bangun bangunan di tanah kosong dan paling susah untuk mengusir mereka nantinya.....kalau kae begitu gimana yak?;http://www.youtube.com/channel/UC9qLBT1acK0uXaSD8DcfW4w
213;saiful muzana;yang udah terbangun itu pakai saja buat relokasi mantan kalijodo,kramat tunggak,gang dolly biar cepat break event point jadi gak usah mikir segala macam giant sea wall , rakyat pesisir yangkena banjir rob atau investor yang rugi dan segala macam teteknya yang bengek gara gara mikirin urusan teknis pembangunanan dan penyuapan,ini sama saja jualan kondom bocor.emang segalanya gak bisa dibicaraka digedung yang diongkosi rakyat dari rapat rapatnya yang kebanyakan diisi oleh peserta yang udah ngantuk dan kalau diselipin duit suap kesakunya tak dirasakannya lagi ,investor lokal aja udah merinding apalagi investor asing,kalian pikir hanya jakarta yang kena imbasnya? seluruh negeri kena imbasnya, mikir dooong.........;UgzwFfPxDFlyMeUQT1Z4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzwFfPxDFlyMeUQT1Z4AaABAg;2018-10-19 06:14:11;0;yang udah terbangun itu pakai saja buat relokasi mantan kalijodo,kramat tunggak,gang dolly biar cepat break event point jadi gak usah mikir segala macam giant sea wall , rakyat pesisir yangkena banjir rob atau investor yang rugi dan segala macam teteknya yang bengek gara gara mikirin urusan teknis pembangunanan dan penyuapan,ini sama saja jualan kondom bocor.emang segalanya gak bisa dibicaraka digedung yang diongkosi rakyat dari rapat rapatnya yang kebanyakan diisi oleh peserta yang udah ngantuk dan kalau diselipin duit suap kesakunya tak dirasakannya lagi ,investor lokal aja udah merinding apalagi investor asing,kalian pikir hanya jakarta yang kena imbasnya? seluruh negeri kena imbasnya, mikir dooong.........;http://www.youtube.com/channel/UCVThRVHNnQYtH1dvneRrJNA
214;Gyfyhf Grfj;Padahal jakarta butuh tanah lapang biar gak macet;UgwpgzGxnHdzeqD-Y6x4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwpgzGxnHdzeqD-Y6x4AaABAg;2018-10-18 13:04:53;0;Padahal jakarta butuh tanah lapang biar gak macet;http://www.youtube.com/channel/UCYqah-Nl4wQ7x8LrEJmUrAg
215;EL???;miris:(;Ugx86gsA-IJl9bbA2414AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugx86gsA-IJl9bbA2414AaABAg;2018-10-18 10:49:09;0;miris:(;http://www.youtube.com/channel/UCl5kc3anQqUlsXJztb9EbDA
216;normaldames;buat pengembangan wilayah Jakarta bagus tu. tapi harus sesuai aturan. ganti pengembang bermasalah.;UgyeGW_6rJsJYGqU68B4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyeGW_6rJsJYGqU68B4AaABAg;2018-10-18 07:57:17;0;buat pengembangan wilayah Jakarta bagus tu. tapi harus sesuai aturan. ganti pengembang bermasalah.;http://www.youtube.com/channel/UCaVlIoNqIY5TfDFIBG3lA3A
217;Faris Mohd Nawawi;Semua proyeck besar yg di bangun di indonesia ini pasti akan terhenti..sya heran degan sebagian pemimpin dan sebagian rakyat indonesia yg tidak memirkan masa depan bgsa ini..;Ugwqtlk2HwuKuGB8lmV4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugwqtlk2HwuKuGB8lmV4AaABAg;2018-10-17 14:05:10;0;Semua proyeck besar yg di bangun di indonesia ini pasti akan terhenti..sya heran degan sebagian pemimpin dan sebagian rakyat indonesia yg tidak memirkan masa depan bgsa ini..;http://www.youtube.com/channel/UCsJuX_grpVoWmULRbKznxJw
218;Uda Eri;Saya mau nya bikin casino aja tuh pulau. Kayak di las vegas;UgzAM15TXSlCvC3onah4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzAM15TXSlCvC3onah4AaABAg;2018-10-16 16:21:33;0;Saya mau nya bikin casino aja tuh pulau. Kayak di las vegas;http://www.youtube.com/channel/UCQ6KKl04ziu8s2Ia6uPqYEA
219;Mbak Lunark;Orang cina cari tempat,,,lama2 bangun pangkalan militer;UgxvJEvU6xD5GR1guFB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxvJEvU6xD5GR1guFB4AaABAg;2018-10-15 14:46:12;0;Orang cina cari tempat,,,lama2 bangun pangkalan militer;http://www.youtube.com/channel/UCBuXn0aIx2otLMxibEItb8Q
220;seleraku;Knpa gak di indramayu sja pak;UgxBM0vNp7w9PiXwTSB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxBM0vNp7w9PiXwTSB4AaABAg;2018-10-15 14:32:58;0;Knpa gak di indramayu sja pak;http://www.youtube.com/channel/UCRV4ZwuNna5xqvchAPeyamg
221;Oyounk ipuk;Tingal nunggunada sunami selesai;Ugyg_ktdx9huSgpOOEt4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugyg_ktdx9huSgpOOEt4AaABAg;2018-10-15 01:24:11;0;Tingal nunggunada sunami selesai;http://www.youtube.com/channel/UCDj0VsnrB2iU2Ixkr75MdoA
222;Ato Suharto;"Kalau aku si ""No""..";UgweE2_Xbfp4oJhr-rZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgweE2_Xbfp4oJhr-rZ4AaABAg;2018-10-15 01:01:23;0;"Kalau aku si ""No""..";http://www.youtube.com/channel/UCLbxy081FVhfgTHYxRy00XA
